duo,name,season,number_in_season,word_count
Homer vs Bart,Bart Simpson,25,19,3
Homer vs Bart,Homer Simpson,25,19,3
Homer vs Bart,Bart Simpson,25,19,4
Homer vs Bart,Bart Simpson,25,19,2
Homer vs Bart,Homer Simpson,25,19,9
Homer vs Bart,Bart Simpson,25,19,1
Homer vs Bart,Homer Simpson,25,19,11
Homer vs Bart,Bart Simpson,25,21,15
Homer vs Bart,Bart Simpson,25,21,6
Homer vs Bart,Bart Simpson,25,21,3
Homer vs Bart,Homer Simpson,25,21,6
Homer vs Bart,Homer Simpson,25,21,1
Homer vs Bart,Homer Simpson,25,21,2
Homer vs Bart,Homer Simpson,25,21,13
Homer vs Bart,Homer Simpson,25,21,7
Homer vs Bart,Homer Simpson,25,21,1
Homer vs Bart,Bart Simpson,25,21,5
Homer vs Bart,Bart Simpson,25,21,31
Homer vs Bart,Homer Simpson,25,21,5
Homer vs Bart,Homer Simpson,25,21,11
Homer vs Bart,Homer Simpson,25,21,8
Homer vs Bart,Homer Simpson,25,21,10
Homer vs Bart,Homer Simpson,25,21,11
Homer vs Bart,Homer Simpson,25,21,6
Homer vs Bart,Homer Simpson,25,21,5
Homer vs Bart,Homer Simpson,25,21,11
Homer vs Bart,Homer Simpson,25,21,3
Homer vs Bart,Homer Simpson,25,21,2
Homer vs Bart,Homer Simpson,25,21,9
Homer vs Bart,Homer Simpson,25,21,6
Homer vs Bart,Homer Simpson,25,21,7
Homer vs Bart,Homer Simpson,25,21,1
Homer vs Bart,Homer Simpson,25,21,2
Homer vs Bart,Homer Simpson,25,21,18
Homer vs Bart,Homer Simpson,25,21,1
Homer vs Bart,Homer Simpson,25,21,9
Homer vs Bart,Homer Simpson,25,21,2
Homer vs Bart,Homer Simpson,25,21,1
Homer vs Bart,Homer Simpson,25,21,10
Homer vs Bart,Homer Simpson,25,21,14
Homer vs Bart,Homer Simpson,25,21,6
Homer vs Bart,Homer Simpson,25,21,3
Homer vs Bart,Homer Simpson,25,21,20
Homer vs Bart,Homer Simpson,25,21,5
Homer vs Bart,Homer Simpson,25,21,3
Homer vs Bart,Bart Simpson,25,21,15
Homer vs Bart,Homer Simpson,25,21,13
Homer vs Bart,Bart Simpson,25,21,25
Homer vs Bart,Bart Simpson,25,21,11
Homer vs Bart,Bart Simpson,25,21,4
Homer vs Bart,Bart Simpson,25,21,30
Homer vs Bart,Bart Simpson,25,21,4
Homer vs Bart,Bart Simpson,25,21,7
Homer vs Bart,Homer Simpson,25,21,5
Homer vs Bart,Homer Simpson,25,21,8
Homer vs Bart,Homer Simpson,25,21,25
Homer vs Bart,Homer Simpson,25,21,8
Homer vs Bart,Homer Simpson,25,21,9
Homer vs Bart,Homer Simpson,25,21,6
Homer vs Bart,Bart Simpson,25,21,2
Homer vs Bart,Homer Simpson,25,21,1
Homer vs Bart,Bart Simpson,25,22,9
Homer vs Bart,Bart Simpson,25,22,9
Homer vs Bart,Bart Simpson,25,22,15
Homer vs Bart,Homer Simpson,25,22,20
Homer vs Bart,Bart Simpson,25,22,9
Homer vs Bart,Bart Simpson,25,22,3
Homer vs Bart,Homer Simpson,25,22,3
Homer vs Bart,Homer Simpson,25,22,15
Homer vs Bart,Homer Simpson,25,22,42
Homer vs Bart,Bart Simpson,25,22,2
Homer vs Bart,Bart Simpson,25,22,1
Homer vs Bart,Bart Simpson,25,22,8
Homer vs Bart,Bart Simpson,25,22,28
Homer vs Bart,Bart Simpson,25,22,4
Homer vs Bart,Homer Simpson,25,22,18
Homer vs Bart,Homer Simpson,25,22,6
Homer vs Bart,Homer Simpson,25,22,15
Homer vs Bart,Homer Simpson,25,22,1
Homer vs Bart,Homer Simpson,25,22,17
Homer vs Bart,Homer Simpson,25,22,20
Homer vs Bart,Bart Simpson,25,22,2
Homer vs Bart,Bart Simpson,25,22,7
Homer vs Bart,Bart Simpson,25,22,7
Homer vs Bart,Bart Simpson,25,22,11
Homer vs Bart,Bart Simpson,25,22,9
Homer vs Bart,Bart Simpson,25,22,17
Homer vs Bart,Bart Simpson,25,22,22
Homer vs Bart,Bart Simpson,25,22,20
Homer vs Bart,Bart Simpson,25,22,20
Homer vs Bart,Homer Simpson,26,1,2
Homer vs Bart,Bart Simpson,25,22,6
Homer vs Bart,Bart Simpson,25,22,8
Homer vs Bart,Bart Simpson,25,22,5
Homer vs Bart,Bart Simpson,25,22,5
Homer vs Bart,Bart Simpson,25,22,1
Homer vs Bart,Bart Simpson,25,22,5
Homer vs Bart,Homer Simpson,25,22,5
Homer vs Bart,Homer Simpson,25,22,6
Homer vs Bart,Homer Simpson,25,22,4
Homer vs Bart,Homer Simpson,25,22,14
Homer vs Bart,Homer Simpson,25,22,16
Homer vs Bart,Homer Simpson,25,22,9
Homer vs Bart,Homer Simpson,25,22,3
Homer vs Bart,Homer Simpson,25,22,5
Homer vs Bart,Bart Simpson,25,22,9
Homer vs Bart,Bart Simpson,25,22,9
Homer vs Bart,Bart Simpson,25,22,17
Homer vs Bart,Bart Simpson,25,22,16
Homer vs Bart,Bart Simpson,25,22,5
Homer vs Bart,Bart Simpson,25,22,8
Homer vs Bart,Bart Simpson,25,22,3
Homer vs Bart,Homer Simpson,25,22,4
Homer vs Bart,Homer Simpson,25,22,4
Homer vs Bart,Homer Simpson,25,22,12
Homer vs Bart,Homer Simpson,25,22,16
Homer vs Bart,Homer Simpson,25,22,9
Homer vs Bart,Homer Simpson,25,22,2
Homer vs Bart,Homer Simpson,25,22,8
Homer vs Bart,Bart Simpson,26,1,10
Homer vs Bart,Bart Simpson,26,1,5
Homer vs Bart,Homer Simpson,26,1,7
Homer vs Bart,Homer Simpson,26,1,3
Homer vs Bart,Bart Simpson,26,1,8
Homer vs Bart,Bart Simpson,26,1,14
Homer vs Bart,Bart Simpson,26,1,27
Homer vs Bart,Bart Simpson,26,1,11
Homer vs Bart,Homer Simpson,26,1,9
Homer vs Bart,Bart Simpson,26,1,10
Homer vs Bart,Homer Simpson,26,1,8
Homer vs Bart,Homer Simpson,26,2,4
Homer vs Bart,Homer Simpson,26,1,2
Homer vs Bart,Homer Simpson,26,1,10
Homer vs Bart,Bart Simpson,26,1,19
Homer vs Bart,Bart Simpson,26,1,2
Homer vs Bart,Bart Simpson,26,1,19
Homer vs Bart,Bart Simpson,26,1,3
Homer vs Bart,Homer Simpson,26,1,5
Homer vs Bart,Homer Simpson,26,1,1
Homer vs Bart,Homer Simpson,26,1,33
Homer vs Bart,Homer Simpson,26,1,7
Homer vs Bart,Homer Simpson,26,1,2
Homer vs Bart,Homer Simpson,26,1,6
Homer vs Bart,Homer Simpson,26,1,2
Homer vs Bart,Bart Simpson,26,1,5
Homer vs Bart,Bart Simpson,26,1,8
Homer vs Bart,Bart Simpson,26,2,16
Homer vs Bart,Bart Simpson,26,2,16
Homer vs Bart,Homer Simpson,26,2,2
Homer vs Bart,Homer Simpson,26,2,11
Homer vs Bart,Bart Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,21
Homer vs Bart,Bart Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,9
Homer vs Bart,Bart Simpson,26,2,9
Homer vs Bart,Homer Simpson,26,2,8
Homer vs Bart,Bart Simpson,26,2,9
Homer vs Bart,Homer Simpson,26,2,11
Homer vs Bart,Homer Simpson,26,2,22
Homer vs Bart,Homer Simpson,26,2,21
Homer vs Bart,Bart Simpson,26,2,5
Homer vs Bart,Bart Simpson,26,2,7
Homer vs Bart,Bart Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,21
Homer vs Bart,Homer Simpson,26,2,21
Homer vs Bart,Bart Simpson,26,2,5
Homer vs Bart,Bart Simpson,26,2,4
Homer vs Bart,Homer Simpson,26,2,3
Homer vs Bart,Bart Simpson,26,2,1
Homer vs Bart,Homer Simpson,26,2,3
Homer vs Bart,Bart Simpson,26,2,1
Homer vs Bart,Homer Simpson,26,2,23
Homer vs Bart,Homer Simpson,26,2,3
Homer vs Bart,Bart Simpson,26,2,23
Homer vs Bart,Homer Simpson,26,2,12
Homer vs Bart,Bart Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,26
Homer vs Bart,Homer Simpson,26,2,4
Homer vs Bart,Bart Simpson,26,2,2
Homer vs Bart,Bart Simpson,26,2,4
Homer vs Bart,Homer Simpson,26,2,10
Homer vs Bart,Homer Simpson,26,2,4
Homer vs Bart,Homer Simpson,26,2,3
Homer vs Bart,Homer Simpson,26,2,5
Homer vs Bart,Bart Simpson,26,2,3
Homer vs Bart,Homer Simpson,26,2,6
Homer vs Bart,Bart Simpson,26,2,1
Homer vs Bart,Homer Simpson,26,2,5
Homer vs Bart,Bart Simpson,26,2,3
Homer vs Bart,Homer Simpson,26,2,10
Homer vs Bart,Bart Simpson,26,2,13
Homer vs Bart,Homer Simpson,26,2,19
Homer vs Bart,Bart Simpson,26,2,6
Homer vs Bart,Bart Simpson,26,2,4
Homer vs Bart,Bart Simpson,26,2,5
Homer vs Bart,Bart Simpson,26,2,11
Homer vs Bart,Homer Simpson,26,2,15
Homer vs Bart,Bart Simpson,26,2,5
Homer vs Bart,Homer Simpson,26,2,26
Homer vs Bart,Bart Simpson,26,2,21
Homer vs Bart,Homer Simpson,26,2,12
Homer vs Bart,Bart Simpson,26,2,25
Homer vs Bart,Homer Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,30
Homer vs Bart,Homer Simpson,26,2,4
Homer vs Bart,Homer Simpson,26,2,2
Homer vs Bart,Homer Simpson,26,2,13
Homer vs Bart,Bart Simpson,26,2,1
Homer vs Bart,Homer Simpson,26,2,15
Homer vs Bart,Homer Simpson,26,2,1
Homer vs Bart,Bart Simpson,26,2,16
Homer vs Bart,Bart Simpson,26,2,15
Homer vs Bart,Homer Simpson,26,2,15
Homer vs Bart,Bart Simpson,26,2,5
Homer vs Bart,Homer Simpson,26,2,4
Homer vs Bart,Bart Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,2,5
Homer vs Bart,Bart Simpson,26,2,11
Homer vs Bart,Homer Simpson,26,2,2
Homer vs Bart,Homer Simpson,26,2,5
Homer vs Bart,Homer Simpson,26,2,25
Homer vs Bart,Homer Simpson,26,2,7
Homer vs Bart,Homer Simpson,26,3,6
Homer vs Bart,Homer Simpson,26,3,2
Homer vs Bart,Homer Simpson,26,3,9
Homer vs Bart,Homer Simpson,26,3,17
Homer vs Bart,Homer Simpson,26,3,10
Homer vs Bart,Homer Simpson,26,3,2
Homer vs Bart,Homer Simpson,26,3,4
Homer vs Bart,Homer Simpson,26,3,6
Homer vs Bart,Homer Simpson,26,3,6
Homer vs Bart,Homer Simpson,26,3,9
Homer vs Bart,Homer Simpson,26,3,6
Homer vs Bart,Homer Simpson,26,3,3
Homer vs Bart,Homer Simpson,26,3,1
Homer vs Bart,Homer Simpson,26,3,24
Homer vs Bart,Bart Simpson,26,3,7
Homer vs Bart,Homer Simpson,26,3,1
Homer vs Bart,Bart Simpson,26,3,9
Homer vs Bart,Bart Simpson,26,3,8
Homer vs Bart,Bart Simpson,26,3,6
Homer vs Bart,Bart Simpson,26,3,2
Homer vs Bart,Homer Simpson,26,3,7
Homer vs Bart,Homer Simpson,26,3,5
Homer vs Bart,Homer Simpson,26,3,3
Homer vs Bart,Homer Simpson,26,3,1
Homer vs Bart,Bart Simpson,26,3,21
Homer vs Bart,Homer Simpson,26,3,9
Homer vs Bart,Homer Simpson,26,3,9
Homer vs Bart,Homer Simpson,26,3,35
Homer vs Bart,Homer Simpson,26,3,3
Homer vs Bart,Homer Simpson,26,3,8
Homer vs Bart,Homer Simpson,26,3,9
Homer vs Bart,Bart Simpson,26,3,34
Homer vs Bart,Homer Simpson,26,3,34
Homer vs Bart,Homer Simpson,26,3,1
Homer vs Bart,Homer Simpson,26,3,3
Homer vs Bart,Bart Simpson,26,3,14
Homer vs Bart,Bart Simpson,26,3,2
Homer vs Bart,Bart Simpson,26,3,7
Homer vs Bart,Homer Simpson,26,3,10
Homer vs Bart,Homer Simpson,26,3,1
Homer vs Bart,Bart Simpson,26,3,16
Homer vs Bart,Bart Simpson,26,3,1
Homer vs Bart,Homer Simpson,26,3,3
Homer vs Bart,Homer Simpson,26,3,11
Homer vs Bart,Homer Simpson,26,3,1
Homer vs Bart,Homer Simpson,26,3,8
Homer vs Bart,Homer Simpson,26,3,12
Homer vs Bart,Bart Simpson,26,3,3
Homer vs Bart,Homer Simpson,26,3,19
Homer vs Bart,Bart Simpson,26,4,11
Homer vs Bart,Homer Simpson,26,3,6
Homer vs Bart,Homer Simpson,26,3,14
Homer vs Bart,Homer Simpson,26,3,2
Homer vs Bart,Bart Simpson,26,4,1
Homer vs Bart,Bart Simpson,26,4,1
Homer vs Bart,Bart Simpson,26,4,1
Homer vs Bart,Bart Simpson,26,4,9
Homer vs Bart,Bart Simpson,26,4,6
Homer vs Bart,Bart Simpson,26,4,19
Homer vs Bart,Bart Simpson,26,4,8
Homer vs Bart,Bart Simpson,26,4,13
Homer vs Bart,Bart Simpson,26,4,24
Homer vs Bart,Bart Simpson,26,4,2
Homer vs Bart,Homer Simpson,26,4,1
Homer vs Bart,Bart Simpson,26,4,9
Homer vs Bart,Bart Simpson,26,4,7
Homer vs Bart,Bart Simpson,26,4,16
Homer vs Bart,Homer Simpson,26,4,49
Homer vs Bart,Bart Simpson,26,4,8
Homer vs Bart,Homer Simpson,26,4,4
Homer vs Bart,Homer Simpson,26,4,14
Homer vs Bart,Homer Simpson,26,4,1
Homer vs Bart,Homer Simpson,26,4,11
Homer vs Bart,Bart Simpson,26,4,9
Homer vs Bart,Bart Simpson,26,4,6
Homer vs Bart,Homer Simpson,26,4,10
Homer vs Bart,Bart Simpson,26,4,8
Homer vs Bart,Homer Simpson,26,4,8
Homer vs Bart,Bart Simpson,26,4,2
Homer vs Bart,Homer Simpson,26,4,22
Homer vs Bart,Homer Simpson,26,4,3
Homer vs Bart,Homer Simpson,26,4,1
Homer vs Bart,Homer Simpson,26,4,7
Homer vs Bart,Homer Simpson,26,4,17
Homer vs Bart,Homer Simpson,26,4,23
Homer vs Bart,Homer Simpson,26,4,10
Homer vs Bart,Homer Simpson,26,4,6
Homer vs Bart,Homer Simpson,26,4,10
Homer vs Bart,Homer Simpson,26,4,3
Homer vs Bart,Homer Simpson,26,4,13
Homer vs Bart,Homer Simpson,26,4,16
Homer vs Bart,Homer Simpson,26,4,9
Homer vs Bart,Homer Simpson,26,4,5
Homer vs Bart,Homer Simpson,26,4,10
Homer vs Bart,Homer Simpson,26,4,2
Homer vs Bart,Homer Simpson,26,4,2
Homer vs Bart,Homer Simpson,26,4,20
Homer vs Bart,Homer Simpson,26,4,7
Homer vs Bart,Homer Simpson,26,4,8
Homer vs Bart,Bart Simpson,26,4,2
Homer vs Bart,Bart Simpson,26,4,8
Homer vs Bart,Homer Simpson,26,5,5
Homer vs Bart,Homer Simpson,26,5,10
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,17
Homer vs Bart,Homer Simpson,26,5,13
Homer vs Bart,Homer Simpson,26,5,16
Homer vs Bart,Homer Simpson,26,5,27
Homer vs Bart,Homer Simpson,26,5,9
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,9
Homer vs Bart,Homer Simpson,26,5,12
Homer vs Bart,Homer Simpson,26,5,3
Homer vs Bart,Homer Simpson,26,5,17
Homer vs Bart,Homer Simpson,26,5,20
Homer vs Bart,Homer Simpson,26,5,5
Homer vs Bart,Bart Simpson,26,5,18
Homer vs Bart,Bart Simpson,26,5,1
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,1
Homer vs Bart,Homer Simpson,26,5,12
Homer vs Bart,Homer Simpson,26,5,7
Homer vs Bart,Homer Simpson,26,5,17
Homer vs Bart,Bart Simpson,26,5,6
Homer vs Bart,Homer Simpson,26,5,20
Homer vs Bart,Homer Simpson,26,5,17
Homer vs Bart,Homer Simpson,26,5,3
Homer vs Bart,Homer Simpson,26,5,3
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,10
Homer vs Bart,Homer Simpson,26,5,3
Homer vs Bart,Homer Simpson,26,5,4
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,7
Homer vs Bart,Homer Simpson,26,5,27
Homer vs Bart,Homer Simpson,26,5,3
Homer vs Bart,Homer Simpson,26,5,14
Homer vs Bart,Homer Simpson,26,5,14
Homer vs Bart,Homer Simpson,26,5,1
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,34
Homer vs Bart,Homer Simpson,26,5,6
Homer vs Bart,Homer Simpson,26,5,5
Homer vs Bart,Homer Simpson,26,5,13
Homer vs Bart,Homer Simpson,26,5,29
Homer vs Bart,Homer Simpson,26,5,21
Homer vs Bart,Homer Simpson,26,5,25
Homer vs Bart,Homer Simpson,26,5,40
Homer vs Bart,Homer Simpson,26,5,9
Homer vs Bart,Homer Simpson,26,5,1
Homer vs Bart,Homer Simpson,26,5,2
Homer vs Bart,Homer Simpson,26,5,29
Homer vs Bart,Homer Simpson,26,5,23
Homer vs Bart,Homer Simpson,26,6,6
Homer vs Bart,Homer Simpson,26,6,2
Homer vs Bart,Bart Simpson,26,6,8
Homer vs Bart,Bart Simpson,26,6,1
Homer vs Bart,Bart Simpson,26,6,4
Homer vs Bart,Homer Simpson,26,6,5
Homer vs Bart,Bart Simpson,26,6,9
Homer vs Bart,Homer Simpson,26,6,11
Homer vs Bart,Homer Simpson,26,6,8
Homer vs Bart,Bart Simpson,26,6,4
Homer vs Bart,Homer Simpson,26,6,8
Homer vs Bart,Homer Simpson,26,6,17
Homer vs Bart,Homer Simpson,26,6,2
Homer vs Bart,Homer Simpson,26,6,10
Homer vs Bart,Homer Simpson,26,6,14
Homer vs Bart,Homer Simpson,26,6,5
Homer vs Bart,Homer Simpson,26,6,5
Homer vs Bart,Bart Simpson,26,6,9
Homer vs Bart,Homer Simpson,26,6,5
Homer vs Bart,Bart Simpson,26,6,6
Homer vs Bart,Homer Simpson,26,6,10
Homer vs Bart,Homer Simpson,26,6,16
Homer vs Bart,Homer Simpson,26,6,10
Homer vs Bart,Homer Simpson,26,6,10
Homer vs Bart,Homer Simpson,26,6,11
Homer vs Bart,Homer Simpson,26,6,9
Homer vs Bart,Homer Simpson,26,6,9
Homer vs Bart,Bart Simpson,26,6,19
Homer vs Bart,Homer Simpson,26,6,4
Homer vs Bart,Homer Simpson,26,6,3
Homer vs Bart,Homer Simpson,26,6,4
Homer vs Bart,Homer Simpson,26,6,14
Homer vs Bart,Homer Simpson,26,6,2
Homer vs Bart,Homer Simpson,26,6,7
Homer vs Bart,Homer Simpson,26,6,13
Homer vs Bart,Homer Simpson,26,6,10
Homer vs Bart,Homer Simpson,26,6,14
Homer vs Bart,Homer Simpson,26,6,9
Homer vs Bart,Homer Simpson,26,6,6
Homer vs Bart,Homer Simpson,26,6,3
Homer vs Bart,Bart Simpson,26,6,12
Homer vs Bart,Bart Simpson,26,6,1
Homer vs Bart,Bart Simpson,26,6,13
Homer vs Bart,Homer Simpson,26,6,2
Homer vs Bart,Homer Simpson,26,6,3
Homer vs Bart,Homer Simpson,26,6,15
Homer vs Bart,Bart Simpson,26,6,3
Homer vs Bart,Homer Simpson,26,6,5
Homer vs Bart,Bart Simpson,26,6,2
Homer vs Bart,Homer Simpson,26,6,5
Homer vs Bart,Homer Simpson,26,6,19
Homer vs Bart,Bart Simpson,26,6,8
Homer vs Bart,Homer Simpson,26,6,10
Homer vs Bart,Bart Simpson,26,6,4
Homer vs Bart,Bart Simpson,26,6,11
Homer vs Bart,Homer Simpson,26,6,2
Homer vs Bart,Homer Simpson,26,6,6
Homer vs Bart,Homer Simpson,26,6,12
Homer vs Bart,Homer Simpson,26,6,34
Homer vs Bart,Bart Simpson,26,7,18
Homer vs Bart,Bart Simpson,26,7,5
Homer vs Bart,Bart Simpson,26,7,9
Homer vs Bart,Bart Simpson,26,7,2
Homer vs Bart,Bart Simpson,26,7,1
Homer vs Bart,Homer Simpson,26,7,5
Homer vs Bart,Bart Simpson,26,7,1
Homer vs Bart,Homer Simpson,26,7,3
Homer vs Bart,Bart Simpson,26,7,9
Homer vs Bart,Homer Simpson,26,7,5
Homer vs Bart,Bart Simpson,26,7,1
Homer vs Bart,Bart Simpson,26,7,5
Homer vs Bart,Homer Simpson,26,7,7
Homer vs Bart,Homer Simpson,26,7,5
Homer vs Bart,Bart Simpson,26,7,9
Homer vs Bart,Homer Simpson,26,7,21
Homer vs Bart,Homer Simpson,26,7,3
Homer vs Bart,Homer Simpson,26,7,13
Homer vs Bart,Homer Simpson,26,7,20
Homer vs Bart,Homer Simpson,26,7,7
Homer vs Bart,Homer Simpson,26,7,7
Homer vs Bart,Homer Simpson,26,7,2
Homer vs Bart,Homer Simpson,26,7,2
Homer vs Bart,Homer Simpson,26,7,37
Homer vs Bart,Homer Simpson,26,7,2
Homer vs Bart,Homer Simpson,26,7,6
Homer vs Bart,Homer Simpson,26,7,15
Homer vs Bart,Bart Simpson,26,7,22
Homer vs Bart,Homer Simpson,26,7,8
Homer vs Bart,Bart Simpson,26,7,16
Homer vs Bart,Bart Simpson,26,7,8
Homer vs Bart,Homer Simpson,26,7,11
Homer vs Bart,Homer Simpson,26,7,4
Homer vs Bart,Homer Simpson,26,7,2
Homer vs Bart,Homer Simpson,26,7,16
Homer vs Bart,Homer Simpson,26,7,23
Homer vs Bart,Homer Simpson,26,7,12
Homer vs Bart,Bart Simpson,26,7,4
Homer vs Bart,Bart Simpson,26,7,3
Homer vs Bart,Bart Simpson,26,7,2
Homer vs Bart,Bart Simpson,26,7,3
Homer vs Bart,Bart Simpson,26,7,22
Homer vs Bart,Bart Simpson,26,7,7
Homer vs Bart,Bart Simpson,26,7,1
Homer vs Bart,Homer Simpson,26,7,10
Homer vs Bart,Bart Simpson,26,7,8
Homer vs Bart,Homer Simpson,26,7,27
Homer vs Bart,Homer Simpson,26,7,5
Homer vs Bart,Homer Simpson,26,7,19
Homer vs Bart,Homer Simpson,26,7,5
Homer vs Bart,Homer Simpson,26,7,4
Homer vs Bart,Homer Simpson,26,7,31
Homer vs Bart,Homer Simpson,26,7,13
Homer vs Bart,Homer Simpson,26,7,7
Homer vs Bart,Homer Simpson,26,7,2
Homer vs Bart,Homer Simpson,26,7,10
Homer vs Bart,Homer Simpson,26,7,8
Homer vs Bart,Bart Simpson,26,7,3
Homer vs Bart,Bart Simpson,26,7,17
Homer vs Bart,Homer Simpson,26,7,11
Homer vs Bart,Bart Simpson,26,7,21
Homer vs Bart,Bart Simpson,26,7,1
Homer vs Bart,Homer Simpson,26,7,4
Homer vs Bart,Bart Simpson,26,7,2
Homer vs Bart,Bart Simpson,26,7,19
Homer vs Bart,Homer Simpson,26,7,4
Homer vs Bart,Homer Simpson,26,7,23
Homer vs Bart,Bart Simpson,26,7,4
Homer vs Bart,Homer Simpson,26,7,3
Homer vs Bart,Homer Simpson,26,7,6
Homer vs Bart,Bart Simpson,26,7,13
Homer vs Bart,Homer Simpson,26,8,14
Homer vs Bart,Homer Simpson,26,8,15
Homer vs Bart,Homer Simpson,26,8,7
Homer vs Bart,Homer Simpson,26,8,9
Homer vs Bart,Homer Simpson,26,8,20
Homer vs Bart,Homer Simpson,26,8,3
Homer vs Bart,Homer Simpson,26,8,4
Homer vs Bart,Homer Simpson,26,8,5
Homer vs Bart,Homer Simpson,26,8,5
Homer vs Bart,Homer Simpson,26,8,13
Homer vs Bart,Homer Simpson,26,8,3
Homer vs Bart,Homer Simpson,26,8,3
Homer vs Bart,Homer Simpson,26,8,16
Homer vs Bart,Homer Simpson,26,8,40
Homer vs Bart,Homer Simpson,26,8,15
Homer vs Bart,Homer Simpson,26,8,2
Homer vs Bart,Homer Simpson,26,8,21
Homer vs Bart,Homer Simpson,26,8,7
Homer vs Bart,Homer Simpson,26,8,18
Homer vs Bart,Homer Simpson,26,8,39
Homer vs Bart,Homer Simpson,26,8,8
Homer vs Bart,Homer Simpson,26,8,9
Homer vs Bart,Homer Simpson,26,8,40
Homer vs Bart,Homer Simpson,26,8,9
Homer vs Bart,Homer Simpson,26,8,1
Homer vs Bart,Homer Simpson,26,8,4
Homer vs Bart,Homer Simpson,26,8,27
Homer vs Bart,Homer Simpson,26,8,3
Homer vs Bart,Homer Simpson,26,8,4
Homer vs Bart,Homer Simpson,26,8,38
Homer vs Bart,Bart Simpson,26,8,11
Homer vs Bart,Homer Simpson,26,8,40
Homer vs Bart,Homer Simpson,26,8,19
Homer vs Bart,Homer Simpson,26,8,18
Homer vs Bart,Homer Simpson,26,8,1
Homer vs Bart,Homer Simpson,26,8,5
Homer vs Bart,Homer Simpson,26,8,1
Homer vs Bart,Homer Simpson,26,8,24
Homer vs Bart,Homer Simpson,26,8,30
Homer vs Bart,Homer Simpson,26,8,15
Homer vs Bart,Homer Simpson,26,8,17
Homer vs Bart,Homer Simpson,26,8,5
Homer vs Bart,Bart Simpson,26,8,4
Homer vs Bart,Homer Simpson,26,8,6
Homer vs Bart,Homer Simpson,26,8,28
Homer vs Bart,Homer Simpson,26,8,24
Homer vs Bart,Bart Simpson,26,8,8
Homer vs Bart,Homer Simpson,26,8,34
Homer vs Bart,Homer Simpson,26,8,16
Homer vs Bart,Homer Simpson,26,8,17
Homer vs Bart,Homer Simpson,26,8,13
Homer vs Bart,Homer Simpson,26,8,4
Homer vs Bart,Homer Simpson,26,8,14
Homer vs Bart,Homer Simpson,26,8,25
Homer vs Bart,Homer Simpson,26,8,15
Homer vs Bart,Homer Simpson,26,8,6
Homer vs Bart,Homer Simpson,26,8,22
Homer vs Bart,Homer Simpson,26,8,9
Homer vs Bart,Homer Simpson,26,8,26
Homer vs Bart,Homer Simpson,26,8,15
Homer vs Bart,Homer Simpson,26,8,29
Homer vs Bart,Homer Simpson,26,8,4
Homer vs Bart,Homer Simpson,26,8,2
Homer vs Bart,Homer Simpson,26,9,16
Homer vs Bart,Homer Simpson,26,9,4
Homer vs Bart,Homer Simpson,26,9,2
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,5
Homer vs Bart,Homer Simpson,26,9,9
Homer vs Bart,Homer Simpson,26,9,17
Homer vs Bart,Homer Simpson,26,9,6
Homer vs Bart,Homer Simpson,26,9,7
Homer vs Bart,Homer Simpson,26,9,4
Homer vs Bart,Homer Simpson,26,9,2
Homer vs Bart,Bart Simpson,26,9,18
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,4
Homer vs Bart,Homer Simpson,26,9,11
Homer vs Bart,Homer Simpson,26,9,10
Homer vs Bart,Homer Simpson,26,9,5
Homer vs Bart,Homer Simpson,26,9,5
Homer vs Bart,Homer Simpson,26,9,10
Homer vs Bart,Homer Simpson,26,9,14
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,3
Homer vs Bart,Homer Simpson,26,9,8
Homer vs Bart,Homer Simpson,26,9,20
Homer vs Bart,Homer Simpson,26,9,1
Homer vs Bart,Bart Simpson,26,9,23
Homer vs Bart,Bart Simpson,26,9,10
Homer vs Bart,Bart Simpson,26,9,19
Homer vs Bart,Bart Simpson,26,9,8
Homer vs Bart,Bart Simpson,26,9,10
Homer vs Bart,Homer Simpson,26,9,9
Homer vs Bart,Homer Simpson,26,9,6
